0 7.37109
1 7.37109
2 7.37109
3 7.37109
4 7.37109
5 7.49609
6 7.62109
7 7.74609
8 7.74609
9 7.74609
10 7.74609
11 7.74609
12 7.87109
13 7.87109
14 7.87109
15 7.87109
16 7.87109
17 7.87109
18 7.99609
19 7.99609
20 7.99609
21 7.99609
22 7.99609
23 7.99609
24 7.99609
25 7.99609
26 7.99609
27 7.99609
28 7.99609
29 7.99609
30 7.99609
31 7.99609
32 7.99609
33 7.99609
34 7.99609
35 7.99609
36 7.99609
37 7.99609
38 7.99609
39 7.99609
40 7.99609
41 7.99609
42 7.99609
43 7.99609
44 7.99609
45 7.99609
46 7.99609
47 7.99609
48 7.99609
49 7.99609
50 7.99609
51 7.99609
52 7.99609
53 7.99609
54 7.99609
55 7.99609
56 7.99609
57 7.99609
58 7.99609
59 7.99609
